"year","month","date","Email","Fax","Phone","Postal mail","Referral","Web"
2015,2,14,0,6,0,0,3,200
2015,2,15,0,0,0,0,0,159
2015,2,16,0,0,0,0,0,303
2015,2,17,0,12,34,12,38,415
2015,2,18,0,4,54,0,118,479
2015,2,19,0,3,33,66,70,455
2015,2,20,0,7,41,58,41,426
2015,2,21,0,0,0,0,4,208
2015,2,22,0,0,0,0,0,152
2015,2,23,0,1,38,24,122,375
2015,2,24,0,12,33,35,48,457
2015,2,25,0,6,50,33,103,431
2015,2,26,0,7,29,16,123,443
2015,2,27,0,7,29,31,46,355
2015,2,28,0,0,5,0,7,193
2015,3,1,0,0,0,0,0,173
2015,3,2,1,6,39,45,69,373
2015,3,3,0,11,27,25,38,436
2015,3,4,0,8,41,36,57,410
2015,3,5,0,4,25,47,127,392
2015,3,6,0,3,34,9,84,413
2015,3,7,0,0,7,3,3,185
2015,3,8,0,0,0,0,0,132
2015,3,9,0,16,50,51,85,385
2015,3,10,0,14,45,22,64,466
2015,3,11,0,3,40,36,82,438
2015,3,12,0,8,41,15,85,431
2015,3,13,0,6,27,19,73,401
2015,3,14,0,0,0,0,0,167
2015,3,15,0,0,0,0,0,154
2015,3,16,0,6,55,29,97,410
2015,3,17,0,2,46,33,72,462
2015,3,18,0,9,36,55,72,442
2015,3,19,0,4,36,74,152,460
2015,3,20,0,17,41,20,94,408
2015,3,21,0,0,0,0,0,183
2015,3,22,0,0,0,0,0,147
2015,3,23,0,6,41,46,126,399
2015,3,24,0,15,45,52,85,453
2015,3,25,0,9,39,55,79,457
2015,3,26,0,17,41,16,167,399
2015,3,27,0,11,36,26,63,393
2015,3,28,0,0,1,1,0,197
2015,3,29,0,0,0,0,0,144
2015,3,30,0,11,14,44,62,398
2015,3,31,1,10,42,64,60,440
2015,4,1,0,4,40,32,118,408
2015,4,2,0,4,41,42,95,341
2015,4,3,0,6,28,58,38,371
2015,4,4,0,0,0,0,0,164
2015,4,5,0,0,0,0,0,92
2015,4,6,0,18,45,54,64,372
2015,4,7,0,5,44,54,49,456
2015,4,8,0,3,31,26,109,400
2015,4,9,0,8,30,21,124,374
2015,4,10,0,23,36,35,27,363
2015,4,11,0,0,1,0,0,188
2015,4,12,0,0,0,0,0,125
2015,4,13,0,30,37,40,89,351
2015,4,14,0,11,51,34,58,443
2015,4,15,0,7,38,30,58,387
2015,4,16,0,12,39,1,102,418
2015,4,17,0,6,36,55,41,331
2015,4,18,0,0,0,0,1,164
2015,4,19,0,0,0,0,0,144
2015,4,20,0,4,53,20,112,400
2015,4,21,0,6,45,19,100,491
2015,4,22,0,15,32,55,132,429
2015,4,23,0,7,33,24,177,374
2015,4,24,0,5,40,25,70,388
2015,4,25,0,0,1,0,0,157
2015,4,26,0,0,0,0,0,154
2015,4,27,0,8,48,21,70,399
2015,4,28,0,14,39,43,48,450
2015,4,29,0,10,42,20,111,481
2015,4,30,0,9,37,19,125,411
2015,5,1,0,15,34,101,50,375
2015,5,2,0,1,0,4,0,189
2015,5,3,0,0,0,0,0,131
2015,5,4,0,12,33,47,102,370
2015,5,5,0,7,37,44,88,445
2015,5,6,0,11,32,15,98,432
2015,5,7,2,8,35,3,164,383
2015,5,8,0,8,29,29,80,368
2015,5,9,0,0,0,0,0,170
2015,5,10,0,0,0,0,0,123
2015,5,11,0,8,51,43,78,366
2015,5,12,0,8,36,70,76,472
2015,5,13,0,10,36,4,128,449
2015,5,14,0,10,49,34,102,487
2015,5,15,0,9,43,65,67,410
2015,5,16,0,0,2,0,0,180
2015,5,17,0,0,0,0,0,143
2015,5,18,0,5,38,23,71,381
2015,5,19,0,9,40,20,74,520
2015,5,20,0,11,51,62,63,530
2015,5,21,0,12,34,32,106,438
2015,5,22,0,12,39,42,67,395
2015,5,23,0,0,3,0,0,137
2015,5,24,0,0,0,0,0,118
2015,5,25,0,0,0,0,0,156
2015,5,26,0,15,32,49,83,377
2015,5,27,0,5,47,18,118,457
2015,5,28,0,14,39,44,78,419
2015,5,29,0,6,44,18,111,386
2015,5,30,0,0,0,0,0,186
2015,5,31,0,0,0,0,0,136
2015,6,1,0,14,44,28,74,398
2015,6,2,0,6,37,40,71,476
2015,6,3,0,17,41,63,119,385
2015,6,4,0,6,27,65,76,416
2015,6,5,0,13,27,26,155,382
2015,6,6,0,0,0,0,0,169
2015,6,7,0,0,0,0,0,110
2015,6,8,0,4,44,18,73,410
2015,6,9,0,9,35,42,63,470
2015,6,10,0,9,39,49,119,443
2015,6,11,0,6,32,12,121,474
2015,6,12,0,10,42,50,59,419
2015,6,13,0,0,0,0,0,158
2015,6,14,0,0,0,0,0,129
2015,6,15,0,10,41,29,78,408
2015,6,16,0,7,49,34,77,508
2015,6,17,0,7,28,41,47,429
2015,6,18,0,11,38,21,83,449
2015,6,19,0,5,39,31,138,357
2015,6,20,0,0,0,0,0,202
2015,6,21,0,0,0,0,0,101
2015,6,22,0,9,42,12,71,373
2015,6,23,0,12,44,49,40,432
2015,6,24,0,7,36,49,117,460
2015,6,25,0,2,39,24,135,428
2015,6,26,0,13,33,55,51,426
2015,6,27,0,0,2,0,0,194
2015,6,28,0,0,0,0,0,171
2015,6,29,0,13,49,34,136,436
2015,6,30,0,0,49,31,51,500
2015,7,1,0,2,40,37,68,422
2015,7,2,0,16,34,27,120,363
2015,7,3,0,0,2,0,0,254
2015,7,4,0,0,0,0,0,124
2015,7,5,0,0,0,0,0,112
2015,7,6,0,20,61,41,108,440
2015,7,7,0,15,54,8,48,563
2015,7,8,0,6,34,75,175,537
2015,7,9,0,15,34,45,83,582
2015,7,10,0,7,45,19,33,552
2015,7,11,0,0,0,0,0,260
2015,7,12,0,0,0,0,0,188
2015,7,13,0,2,47,5,177,477
2015,7,14,0,10,44,29,70,516
2015,7,15,0,4,40,37,89,537
2015,7,16,0,3,25,45,77,465
2015,7,17,0,5,33,13,40,421
2015,7,18,0,1,1,1,0,217
2015,7,19,0,0,0,0,21,181
2015,7,20,0,7,53,31,19,452
2015,7,21,0,16,33,40,73,556
2015,7,22,0,1,39,45,25,539
2015,7,23,0,5,46,51,57,487
2015,7,24,0,7,41,27,66,456
2015,7,25,0,0,0,0,0,215
2015,7,26,0,0,0,0,0,159
2015,7,27,0,9,44,14,93,457
2015,7,28,0,4,49,31,76,470
2015,7,29,0,6,41,29,42,513
2015,7,30,1,11,45,27,125,432
2015,7,31,0,14,47,47,21,424
2015,8,1,0,0,2,0,0,237
2015,8,2,0,0,0,0,0,186
2015,8,3,0,7,52,27,68,453
2015,8,4,0,12,43,28,84,506
2015,8,5,0,10,48,91,62,519
2015,8,6,0,16,43,57,102,507
2015,8,7,0,5,37,14,10,416
2015,8,8,0,0,1,0,0,279
2015,8,9,0,0,0,0,0,193
2015,8,10,0,10,50,25,14,419
2015,8,11,0,9,42,44,18,512
2015,8,12,0,8,33,48,225,504
2015,8,13,0,3,32,20,67,444
2015,8,14,0,4,38,23,52,382
2015,8,15,0,0,2,0,0,182
2015,8,16,0,0,0,0,0,185
2015,8,17,0,18,56,22,50,409
2015,8,18,0,14,42,71,35,536
2015,8,19,0,8,60,40,53,468
2015,8,20,0,10,42,18,84,447
2015,8,21,0,9,44,38,17,413
2015,8,22,0,0,0,0,0,230
2015,8,23,0,0,0,0,0,200
2015,8,24,0,10,48,29,88,432
2015,8,25,0,5,58,26,76,558
2015,8,26,0,0,45,55,345,467
2015,8,27,0,9,47,10,384,513
2015,8,28,0,4,36,23,184,416
2015,8,29,0,0,0,0,0,185
2015,8,30,0,0,0,0,3,165
2015,8,31,0,24,52,34,51,440
2015,9,1,0,6,43,43,90,451
2015,9,2,0,3,49,50,85,462
2015,9,3,0,12,32,61,104,356
2015,9,4,0,12,42,1,80,349
2015,9,5,0,0,0,0,1,201
2015,9,6,0,0,0,0,0,118
2015,9,7,0,0,0,0,1,207
2015,9,8,0,6,37,37,69,391
2015,9,9,0,7,37,28,150,459
2015,9,10,0,8,45,73,127,481
2015,9,11,0,6,33,69,68,435
2015,9,12,0,0,0,0,0,204
2015,9,13,0,0,0,0,0,146
2015,9,14,0,8,56,4,94,470
2015,9,15,0,12,42,67,45,444
2015,9,16,0,18,46,30,48,489
2015,9,17,0,6,31,35,71,402
2015,9,18,0,11,37,78,26,369
2015,9,19,0,0,0,0,0,188
2015,9,20,0,0,0,0,0,155
2015,9,21,0,12,36,24,64,398
2015,9,22,0,2,47,17,159,490
2015,9,23,0,7,40,60,107,537
2015,9,24,0,8,43,32,125,414
2015,9,25,0,19,45,41,64,401
2015,9,26,0,0,1,0,0,172
2015,9,27,0,0,0,0,0,151
2015,9,28,0,3,49,16,43,407
2015,9,29,0,4,52,20,83,450
2015,9,30,0,7,42,57,119,411
2015,10,1,0,6,46,41,110,395
2015,10,2,0,20,54,18,21,365
2015,10,3,0,0,2,0,0,177
2015,10,4,0,0,0,0,0,187
2015,10,5,0,12,32,23,145,403
2015,10,6,0,5,47,25,63,468
2015,10,7,0,7,34,51,65,427
2015,10,8,0,17,54,33,118,420
2015,10,9,0,5,24,22,80,355
2015,10,10,0,0,0,0,0,210
2015,10,11,0,0,0,1,0,105
2015,10,12,0,0,0,0,2,319
2015,10,13,0,6,66,21,83,436
2015,10,14,0,10,72,20,142,516
2015,10,15,1,12,33,89,104,395
2015,10,16,0,2,47,87,58,441
2015,10,17,0,0,1,0,0,154
2015,10,18,0,0,0,0,0,151
2015,10,19,0,6,41,40,62,448
2015,10,20,0,7,36,55,52,484
2015,10,21,0,5,41,46,110,505
2015,10,22,0,0,41,20,78,489
2015,10,23,0,6,58,15,117,461
2015,10,24,0,0,0,0,0,259
2015,10,25,0,0,0,0,0,164
2015,10,26,0,5,71,24,87,414
2015,10,27,0,11,46,42,74,459
2015,10,28,0,5,38,45,119,423
2015,10,29,0,9,48,56,108,421
2015,10,30,0,7,31,33,91,392
2015,10,31,0,0,1,0,0,232
2015,11,1,0,0,0,0,0,139
2015,11,2,0,7,61,27,53,360
2015,11,3,0,10,55,24,70,462
2015,11,4,0,11,52,42,67,393
2015,11,5,0,6,41,45,108,423
2015,11,6,0,13,27,55,100,380
2015,11,7,0,0,3,0,4,200
2015,11,8,0,0,0,0,0,198
2015,11,9,0,14,52,80,63,372
2015,11,10,0,8,34,86,89,464
2015,11,11,0,0,1,0,4,354
2015,11,12,0,15,38,25,107,433
2015,11,13,0,13,42,31,122,397
2015,11,14,0,0,1,0,7,207
2015,11,15,0,0,0,0,0,146
2015,11,16,0,5,48,58,69,346
2015,11,17,0,10,46,53,89,442
2015,11,18,0,9,46,87,89,394
2015,11,19,0,3,42,28,134,395
2015,11,20,0,9,48,27,99,325
2015,11,21,0,0,2,0,15,179
2015,11,22,0,0,0,0,0,182
2015,11,23,0,9,51,24,87,320
2015,11,24,0,5,36,58,73,358
2015,11,25,0,4,35,71,121,358
2015,11,26,0,0,0,0,13,120
2015,11,27,0,13,10,62,118,183
2015,11,28,0,0,3,0,9,159
2015,11,29,0,0,0,0,0,170
2015,11,30,0,5,66,48,37,351
2015,12,1,0,3,43,41,69,386
2015,12,2,0,5,48,63,115,435
2015,12,3,0,10,39,45,88,374
2015,12,4,0,2,32,30,71,343
2015,12,5,0,0,3,0,2,177
2015,12,6,0,0,0,0,0,135
2015,12,7,0,9,55,44,98,324
2015,12,8,0,8,45,51,72,418
2015,12,9,0,10,35,5,132,409
2015,12,10,0,11,51,11,94,348
2015,12,11,0,3,36,40,71,377
2015,12,12,0,0,1,0,13,184
2015,12,13,0,0,0,0,0,151
2015,12,14,0,5,42,12,76,361
2015,12,15,0,2,42,32,89,412
2015,12,16,0,5,41,31,55,404
2015,12,17,0,11,39,25,46,372
2015,12,18,0,10,42,37,39,303
2015,12,19,0,0,2,0,0,197
2015,12,20,0,0,0,0,0,135
2015,12,21,0,2,44,57,133,336
2015,12,22,0,7,38,120,69,374
2015,12,23,0,8,29,32,45,275
2015,12,24,0,5,21,8,41,177
2015,12,25,0,0,0,0,13,81
2015,12,26,0,0,0,0,0,118
2015,12,27,0,0,0,0,0,122
2015,12,28,0,3,39,19,29,387
2015,12,29,0,19,49,87,15,406
2015,12,30,0,8,39,62,121,416
2015,12,31,0,9,25,42,88,334
2016,1,1,0,0,0,0,0,142
2016,1,2,0,0,0,0,0,167
2016,1,3,0,0,0,0,0,155
2016,1,4,0,11,48,25,45,374
2016,1,5,0,11,37,47,68,441
2016,1,6,0,10,51,13,87,411
2016,1,7,0,3,46,10,114,438
2016,1,8,0,1,40,35,21,354
2016,1,9,0,0,2,0,0,208
2016,1,10,0,0,0,0,0,166
2016,1,11,0,9,39,21,129,386
2016,1,12,0,7,46,65,132,459
2016,1,13,0,7,46,82,103,385
2016,1,14,0,11,55,44,210,401
2016,1,15,0,10,32,11,215,346
2016,1,16,0,0,0,0,86,196
2016,1,17,0,0,0,0,0,162
2016,1,18,0,0,0,0,4,293
2016,1,19,0,10,57,48,48,416
2016,1,20,0,14,56,41,94,451
2016,1,21,0,8,42,60,104,443
2016,1,22,0,7,37,28,83,363
2016,1,23,0,0,2,0,1,247
2016,1,24,0,0,0,0,0,159
2016,1,25,0,12,46,23,53,380
2016,1,26,0,9,24,82,166,488
2016,1,27,0,8,47,23,120,468
2016,1,28,0,13,42,14,109,443
2016,1,29,0,12,49,18,75,376
2016,1,30,0,0,1,0,3,200
2016,1,31,0,0,0,0,0,144
2016,2,1,0,7,33,57,51,422
2016,2,2,0,7,44,28,149,432
2016,2,3,0,8,41,52,71,442
2016,2,4,0,14,36,13,57,400
2016,2,5,0,13,51,32,35,445
2016,2,6,0,0,2,0,2,211
2016,2,7,0,0,0,0,0,163
2016,2,8,2,5,56,60,92,358
2016,2,9,0,10,45,79,92,463
2016,2,10,0,7,43,40,107,453
2016,2,11,0,9,49,16,187,409
2016,2,12,0,9,52,37,69,394
2016,2,13,0,0,5,0,1,182
2016,2,14,0,0,0,0,0,155
2016,2,15,0,0,0,0,0,335
2016,2,16,0,10,63,55,39,390
2016,2,17,0,9,57,14,186,469
2016,2,18,0,4,52,105,157,380
2016,2,19,0,1,58,72,51,407
2016,2,20,0,0,4,0,3,220
2016,2,21,0,0,1,0,0,146
2016,2,22,0,8,49,61,77,364
2016,2,23,0,10,41,92,153,494
2016,2,24,0,5,55,79,83,434
2016,2,25,1,13,52,30,138,424
2016,2,26,0,12,31,12,53,358
2016,2,27,0,0,3,0,14,212
2016,2,28,0,0,0,0,0,147
2016,2,29,0,14,38,57,31,403
2016,3,1,0,4,44,75,157,471
2016,3,2,0,8,35,110,122,444
2016,3,3,0,3,41,30,113,447
2016,3,4,0,12,42,39,53,418
2016,3,5,0,0,2,0,22,215
2016,3,6,0,0,0,0,0,188
2016,3,7,0,0,33,77,50,361
2016,3,8,0,20,48,121,38,442
2016,3,9,0,0,40,62,113,416
2016,3,10,0,3,47,18,100,399
2016,3,11,0,10,46,25,181,418
2016,3,12,0,0,3,0,9,217
2016,3,13,0,0,0,0,0,152
2016,3,14,0,7,70,28,94,396
2016,3,15,0,13,53,84,100,509
2016,3,16,0,12,51,91,128,405
2016,3,17,0,11,49,39,206,404
2016,3,18,0,8,46,79,61,412
2016,3,19,0,0,0,0,13,228
2016,3,20,0,0,0,0,0,200
2016,3,21,0,5,59,53,81,424
2016,3,22,0,7,52,61,94,472
2016,3,23,0,6,64,73,79,453
2016,3,24,0,7,50,51,182,395
2016,3,25,0,13,43,40,134,353
2016,3,26,0,0,0,0,0,176
2016,3,27,0,0,0,0,0,134
2016,3,28,0,5,45,24,65,437
2016,3,29,0,12,43,47,121,493
2016,3,30,0,6,58,137,93,451
2016,3,31,0,2,53,12,166,440
2016,4,1,0,9,51,42,87,418
2016,4,2,0,0,3,0,0,181
2016,4,3,0,0,0,0,0,168
2016,4,4,0,13,62,31,69,417
2016,4,5,0,22,58,28,77,496
2016,4,6,0,3,58,58,78,576
2016,4,7,0,5,70,17,134,428
2016,4,8,0,18,53,21,78,430
2016,4,9,0,0,3,0,0,221
2016,4,10,0,0,0,0,0,175
2016,4,11,0,20,66,49,55,524
2016,4,12,0,30,57,76,95,516
2016,4,13,0,0,55,100,71,424
2016,4,14,0,9,43,7,156,428
2016,4,15,0,16,58,14,154,445
2016,4,16,0,0,2,0,0,223
2016,4,17,0,0,0,0,0,180
2016,4,18,0,19,54,16,62,433
2016,4,19,0,17,63,46,66,471
2016,4,20,0,8,50,39,163,459
2016,4,21,0,9,37,30,150,432
2016,4,22,0,11,61,22,87,386
2016,4,23,0,0,1,0,0,194
2016,4,24,0,0,0,0,0,165
2016,4,25,0,17,66,22,53,407
2016,4,26,0,10,66,78,102,475
2016,4,27,0,0,64,132,54,445
2016,4,28,0,4,73,36,137,465
2016,4,29,0,14,56,13,113,431
2016,4,30,0,0,1,0,0,192
2016,5,1,0,0,0,0,0,181
2016,5,2,0,21,61,46,51,494
2016,5,3,0,7,56,124,101,468
2016,5,4,0,4,60,59,87,437
2016,5,5,0,5,61,21,140,464
2016,5,6,0,14,41,49,67,343
2016,5,7,0,0,1,0,0,212
2016,5,8,0,0,0,0,0,176
2016,5,9,0,2,62,50,70,421
2016,5,10,1,29,46,74,87,505
2016,5,11,0,7,46,141,108,494
2016,5,12,0,4,45,34,115,443
2016,5,13,0,15,41,13,45,420
2016,5,14,0,0,1,0,1,209
2016,5,15,0,0,0,0,0,178
2016,5,16,0,13,67,41,98,386
2016,5,17,0,12,53,71,61,453
2016,5,18,0,12,42,90,94,488
2016,5,19,0,9,62,14,154,423
2016,5,20,0,13,55,19,80,391
2016,5,21,0,0,0,0,0,192
2016,5,22,0,0,0,0,0,185
2016,5,23,0,31,48,45,50,387
2016,5,24,0,17,56,72,99,468
2016,5,25,0,7,45,88,144,495
2016,5,26,0,10,56,16,180,432
2016,5,27,0,19,47,16,86,395
2016,5,28,0,0,0,0,0,195
2016,5,29,0,0,0,0,0,122
2016,5,30,0,0,0,0,0,187
2016,5,31,0,8,56,48,76,380
2016,6,1,0,18,59,29,93,420
2016,6,2,1,27,47,66,73,454
2016,6,3,0,3,58,49,108,448
2016,6,4,0,0,3,0,0,200
2016,6,5,0,0,0,0,0,187
2016,6,6,0,29,65,13,106,435
2016,6,7,0,22,49,39,63,528
2016,6,8,0,3,55,145,91,458
2016,6,9,0,20,57,17,127,438
2016,6,10,1,4,71,69,61,453
2016,6,11,0,0,2,0,0,182
2016,6,12,0,0,0,0,0,205
2016,6,13,0,12,68,29,52,379
2016,6,14,0,20,70,79,79,427
2016,6,15,0,12,59,105,91,445
2016,6,16,0,2,40,5,145,453
2016,6,17,0,21,20,31,75,418
2016,6,18,0,0,0,0,1,220
2016,6,19,0,0,0,0,0,136
2016,6,20,0,8,68,43,62,457
2016,6,21,0,3,53,62,87,523
2016,6,22,0,8,67,60,52,454
2016,6,23,0,34,41,20,169,456
2016,6,24,0,24,34,19,80,391
2016,6,25,0,0,1,0,0,229
2016,6,26,0,0,0,0,0,183
2016,6,27,0,10,60,62,38,402
2016,6,28,0,5,50,35,128,529
2016,6,29,0,11,39,46,140,499
2016,6,30,0,6,42,78,72,478
2016,7,1,0,10,34,6,92,405
2016,7,2,0,0,0,0,16,207
2016,7,3,0,0,0,0,0,157
2016,7,4,0,0,0,0,0,190
2016,7,5,0,20,47,25,42,436
2016,7,6,0,10,57,41,105,701
2016,7,7,0,12,48,27,91,565
2016,7,8,0,15,44,36,79,426
2016,7,9,0,0,1,0,0,233
2016,7,10,0,0,0,0,1,199
2016,7,11,0,11,46,8,95,408
2016,7,12,0,7,54,50,80,462
2016,7,13,0,0,52,183,96,504
2016,7,14,0,12,41,42,134,429
2016,7,15,0,16,53,12,99,448
2016,7,16,0,0,2,0,0,247
2016,7,17,0,0,0,0,0,175
2016,7,18,0,14,50,30,28,405
2016,7,19,0,8,52,57,148,470
2016,7,20,0,7,38,61,85,449
2016,7,21,0,11,39,66,46,474
2016,7,22,0,6,30,8,143,475
2016,7,23,0,0,0,0,0,258
2016,7,24,0,0,0,0,0,195
2016,7,25,0,6,50,19,68,522
2016,7,26,0,23,51,45,132,648
2016,7,27,0,8,50,96,105,588
2016,7,28,0,14,47,96,37,556
2016,7,29,0,11,45,16,122,481
2016,7,30,0,0,2,0,0,198
2016,7,31,0,0,0,0,0,210
2016,8,1,0,15,64,73,28,388
2016,8,2,0,17,46,74,101,551
2016,8,3,1,13,50,78,138,502
2016,8,4,0,11,46,68,82,514
2016,8,5,0,7,38,24,70,421
2016,8,6,0,0,1,0,0,233
2016,8,7,0,0,0,0,0,204
2016,8,8,0,3,50,54,68,490
2016,8,9,0,14,44,66,161,515
2016,8,10,0,12,52,92,73,448
2016,8,11,0,13,34,26,119,622
2016,8,12,0,18,41,30,70,472
2016,8,13,0,0,1,0,0,244
2016,8,14,0,0,0,0,0,186
2016,8,15,0,14,46,72,39,441
2016,8,16,0,15,54,29,217,547
2016,8,17,0,4,51,116,108,432
2016,8,18,0,18,49,35,78,497
2016,8,19,0,7,52,31,43,463
2016,8,20,0,0,0,0,0,226
2016,8,21,0,0,0,0,0,177
2016,8,22,0,19,61,22,47,434
2016,8,23,0,10,57,56,187,495
2016,8,24,0,0,47,102,52,477
2016,8,25,0,25,41,27,97,476
2016,8,26,0,4,41,34,71,391
2016,8,27,0,0,4,0,3,251
2016,8,28,0,0,0,0,0,196
2016,8,29,0,10,42,20,151,428
2016,8,30,0,1,42,51,197,514
2016,8,31,0,9,50,71,127,519
2016,9,1,0,12,47,66,68,407
2016,9,2,0,14,45,23,30,376
2016,9,3,0,0,1,0,0,195
2016,9,4,0,0,0,0,0,145
2016,9,5,0,0,0,0,0,184
2016,9,6,0,16,52,25,95,435
2016,9,7,0,3,50,48,118,570
2016,9,8,0,12,44,28,118,569
2016,9,9,0,6,61,71,66,609
2016,9,10,0,0,0,0,0,249
2016,9,11,0,0,0,0,0,189
2016,9,12,0,24,63,54,50,495
2016,9,13,0,8,45,76,104,618
